appid,name,developer,genres_steam,price,country
601220,Zup! F,Quiet River,"Casual, Indie",1.99,Suiza
775900,MotoGP™18,Milestone S.r.l.,"Carreras, Simuladores, Deportes",2.24,Italia
294040,Loot Hero DX,VaragtP,"Acción, Aventura, Casual, Indie, Rol",2.99,España
226120,Weird Worlds: Return to Infinite Space,Digital Eel,"Aventura, Casual, Indie, Estrategia",3.99,Reino Unido
1186220,Wire Lips,AIHASTO,"Aventura, Indie",0.79,Finlandia
500440,Take the Cake,Ebenit,"Acción, Aventura, Indie",9.99,Alemania
298280,XenoRaptor,Peter Cleary,"Acción, Indie",8.19,Irlanda
740730,Station Commander,Technically Competent,"Indie, Simuladores, Estrategia",4.99,Reino Unido
464230,Colours of Magic: Aqua Teeter,RunServer,"Casual, Indie",0.99,España
350640,Sherlock Holmes: The Devil's Daughter,Frogwares,"Acción, Aventura",2.99,Reino Unido
201810,Wolfenstein: The New Order,MachineGames,Acción,19.99,Alemania
375770,Quantum Conscience,Woodsy Studio,Aventura,4.99,España
446250,Silver Bullet: Prometheus,Byulbram,"Acción, Aventura, Indie",4.99,Corea
420270,Into the Void,Mozg Labs,"Aventura, Indie, Rol, Estrategia",1.59,Suiza
546400,Cavern Escape Extremely Hard game!!!,White Dog Games,"Acción, Aventura, Casual, Indie",0.49,España
391600,King Lucas,DevilishGames,"Acción, Aventura, Indie",4.99,España
885140,七人杀阵 - Seven Sacrifices,章鱼罐头制作组,"Aventura, Casual, Indie",2.06,China
271820,Card City Nights,Ludosity,"Aventura, Casual, Indie",9.75,Suiza
1624890,Mystery Solitaire Grimm's Tales 3,Somer Games,Casual,14.79,España
431810,Rencounter,SPVD,"Indie, Rol, Estrategia",5.89,España
1061470,Nyasha Valkyrie,Zloy Krot Studio,"Casual, Indie",0.49,Rusia
8170,Battlestations Pacific,Eidos Studio Hungary,"Acción, Estrategia",0.0,Hungría
1268750,Starship Troopers: Extermination,Offworld,"Acción, Indie",28.99,Suiza
340050,Survivalist,Bob,"Acción, Aventura, Indie, Rol, Simuladores, Estrategia",0.99,México
963000,Frog Detective 1: La isla embrujada,Grace Bruxner,"Aventura, Casual, Indie",4.99,Australia
448520,Deranged Rabbits,Desconocido,"Acción, Aventura, Casual, Indie",0.0,Desconocido
392580,WARSHIFT,Cyril Megem,"Acción, Indie, Rol, Estrategia",4.87,Francia
765410,Bean Battles,Gupa Games,"Acción, Indie",0.49,España
2943650,FragPunk,Bad Guitar Studio,"Acción, Free to Play",0.0,México
786820,SOK MAX,Siberian Mouse,"Casual, Indie",4.99,Rusia
973090,Toilet Simulator,Kurlik Kurkil Studios,Simuladores,0.99,Francia
409290,Herding Dog,xixgames,"Casual, Indie, Simuladores, Estrategia",0.79,China
314300,CubeZ,Imaekgames [Imaek Limited],"Acción, Aventura, Casual, Indie, Acceso anticipado",7.99,España
503830,The Life Of Greather,GreatherGames,"Aventura, Indie, Rol",1.99,España
610560,Tales of the Lumminai,SenRufu Studios,"Aventura, Indie, Rol",6.89,México
15740,Oddworld: Munch's Oddysee,Oddworld Inhabitants,"Acción, Aventura, Estrategia",4.99,Reino Unido
575810,４人打ちアクション麻雀 / ACTION MAHJONG,Mindware,"Acción, Casual, Indie, Acceso anticipado",9.99,México
11450,Overlord™,Triumph Studios,Rol,4.99,India
554710,Spell Cast,Lance Games,"Acción, Casual, Indie",0.99,España
569220,Spycraft: The Great Game,Activision,Aventura,5.99,Estados Unidos
770410,Path to Mnemosyne,DevilishGames,"Aventura, Indie",9.99,España
248530,Depth Hunter 2: Deep Dive,Biart Company LLC,"Acción, Aventura, Casual, Indie, Simuladores, Deportes",9.75,Estados Unidos
545030,NSFW ~ Not a Simulator For Working,GameChanger Studio,"Casual, Indie, Simuladores",2.99,México
541370,Clickdraw Clicker,ColloseusX,"Acción, Casual, Indie",0.99,España
1146950,Hentai Girl Fantasy,GirlGames,"Casual, Indie, Rol, Simuladores",0.69,Islas Filipinas
684050,Achievement Idler: Black,IHM Studio,Casual,0.99,Suiza
809900,Calvin Tucker's Farm Animal Racing,Team 6 Studios,"Casual, Indie, Carreras",2.99,México
648810,Vehicle VR,Nick Helweg,"Acción, Indie, Carreras, Estrategia",1.99,España
991170,Barn Finders,Duality Games,"Casual, Indie, Simuladores",4.19,España
455910,STAR WARS™: Rogue Squadron 3D,Factor 5,"Acción, Simuladores",9.75,Estados Unidos
405000,UTOPIA 9 - A Volatile Vacation,Whalegun,"Acción, Indie",0.0,Suiza
608630,PIXEL ZUMBI,Amilton Neves,"Acción, Aventura, Indie",1.59,Brasil
247120,Portal 2 Sixense Perceptual Pack,Desconocido,"Acción, Aventura",0.0,Desconocido
381870,Koala Kids,Doomster Entertainment,Indie,1.99,Reino Unido
1114530,TTV3,Walter Machado,"Acción, Casual, Indie",0.49,Brasil
553450,The Purge Day,Red Limb Studio,"Acción, Indie",2.99,México
251570,7 Days to Die,The Fun Pimps,"Acción, Aventura, Indie, Rol, Simuladores, Estrategia",43.99,Reino Unido
343280,Zotrix,ZeroBit Games,"Acción, Indie, Rol, Simuladores, Estrategia",12.99,España
33680,eversion,Zaratustra Productions,Indie,3.99,España
409040,Herolike,Games Hut,"Acción, Indie, Rol",7.99,Reino Unido
527810,Dynamite Alex,Ryan Silberman,"Acción, Indie",0.99,Estados Unidos
2632510,Sex Play - College Girls,EroticGamesClub,"Casual, Indie, Simuladores",0.99,España
1395020,Picross Beach Paradise,Creobit,Casual,14.79,España
715010,Diamo XL,Adamvision Studios,"Acción, Casual, Indie",0.99,España
517810,Caesar™ IV,"Tilted Mill Entertainment, Inc.","Simuladores, Estrategia",9.99,Estados Unidos
709890,Crazy Mob,CoolGameZ,"Acción, Aventura, Casual, Indie",1.99,España
391160,The Deletion,russpuppy,"Acción, Casual, Indie",1.99,Rusia
550,Left 4 Dead 2,Valve,Acción,9.75,Estados Unidos
331210,"Bolt Riley, A Reggae Adventure",Adventure Mob,"Aventura, Casual, Indie",4.99,Suiza
508900,Zup! X,Quiet River,"Casual, Indie",1.99,Suiza
24400,King Arthur - The Role-playing Wargame,NeocoreGames,"Rol, Estrategia",9.99,España
458470,Grim Legends 3: The Dark City,Artifex Mundi,"Aventura, Casual",14.79,España
497720,Funfair Ride Simulator 3,Pixelsplit Simulations,Simuladores,1.17,España
55230,Saints Row: The Third,Volition,Acción,9.99,Reino Unido
354650,MISSING: An Interactive Thriller - Episode One,Zandel Media,"Aventura, Indie",0.0,España
107310,Cthulhu Saves the World,Zeboyd Digital Entertainment LLC,"Indie, Rol",2.99,Estados Unidos
1473050,100 hidden birds,Anatoliy Loginovskikh,"Aventura, Casual, Indie",0.99,Rusia
365110,After All,JAMgames,"Aventura, Casual, Indie, Rol",2.99,España
428950,"Kivi, Toilet and Shotgun",16bit Nights,"Acción, Aventura, Casual, Indie",1.99,Japón
32400,"STAR WARS™ Dark Forces (Classic, 1995)",LucasArts,Acción,5.89,Estados Unidos
433950,Bit Blaster XL,Adamvision Studios,"Acción, Casual, Indie",0.99,España
401290,Nusakana,Studio Namaapa,"Aventura, Indie, Rol",7.39,Finlandia
369550,Blacksea Odyssey,Blacksea Odyssey,"Acción, Indie",8.99,Bulgaria
246420,Kingdom Rush  - Tower Defense,Ironhide Game Studio,Estrategia,9.99,Canadá
1371750,T-Minus 30,Dejobaan Games,"Simuladores, Estrategia",9.49,España
289090,Ampu-Tea,ProjectorGames,"Aventura, Casual, Indie, Rol, Simuladores",4.99,Reino Unido
1812060,Yokai Art: Night Parade of One Hundred Demons,Secret Labo,"Acción, Aventura, Casual, Indie, Estrategia",6.89,Suiza
593070,Digby Extreme,3 Sprockets,"Acción, Casual, Indie",3.99,Reino Unido
1536210,Ira,ABShot,"Acción, Indie",19.5,España
625940,Tomato Jones 2,HA Studio Ltd.,"Acción, Aventura, Casual, Indie, Simuladores",0.49,Reino Unido
337450,Dream Tale,Green Lava Studios,"Casual, Indie",1.17,México
600530,Kautic - The Bald Wizard,Bad Coffee Games,"Acción, Aventura, Indie",1.99,España
261720,Holy Avatar vs. Maidens of the Dead,Silent Dreams,"Aventura, Casual, Indie, Rol, Estrategia",0.99,Suiza
108500,Vessel,Strange Loop Games,"Acción, Indie, Estrategia",4.99,España
629820,Maneater,Tripwire Interactive,"Acción, Aventura, Indie, Rol",33.99,Estados Unidos
2087910,SOULVARS,ginolabo,"Aventura, Rol",16.99,España
792710,Levelhead,Butterscotch Shenanigans,"Acción, Aventura, Indie, Simuladores",4.99,Estados Unidos
391340,Ferrum's Secrets: Where Is Grandpa?,EJRGames,"Aventura, Casual, Indie",4.99,España
3400,Hammer Heads Deluxe,"PopCap Games, Inc.",Casual,0.0,Canadá
12380,Jagged Alliance 2 Gold,Sir-Tech,Estrategia,19.99,Estados Unidos
573100,Battlefleet Gothic: Armada 2,Tindalos Interactive,Estrategia,3.99,México
250460,Bridge Constructor,ClockStone,"Casual, Indie, Simuladores",8.99,Suiza
370460,Arcana Heart 3 LOVE MAX!!!!!,EXAMU Inc.,Acción,27.99,Estados Unidos
454720,RAM BOE,pointfiveteam,"Aventura, Casual, Free to Play",1.99,España
733230,Cyber Arena,Umbriel Studio,Acción,3.99,España
39200,Dungeon Siege II,Gas Powered Games,Rol,6.99,Canadá
758580,Grim Tales: The Wishes Collector's Edition,Elephant Games,"Aventura, Casual",19.5,Suiza
115100,Costume Quest,Double Fine Productions,"Aventura, Casual, Rol",9.99,Estados Unidos
341120,Glorkian Warrior: The Trials Of Glork,Pixeljam,Indie,4.99,España
1442070,Claire's Cruisin' Cafe,Alawar Casual,"Casual, Simuladores",2.84,Alemania
372890,Misterios del Cuervo Rojo: La Legión,Cateia Games,"Aventura, Indie",9.75,España
231330,Deadfall Adventures,The Farm 51,"Acción, Aventura",19.99,Bélgica
574030,Score a goal (Physical football),BulatHard,"Casual, Indie, Deportes",0.59,Rusia
345750,Idol Hands,Pocket Games,"Simuladores, Estrategia",4.99,Japón
402330,Press X to Not Die,All Seeing Eye Games,"Acción, Indie",2.99,España
364240,liquivid Video Improve 2,nullplussoftware,"Edición fotográfica, Utilidades, Producción de vídeo",0.0,España
3399570,お前ゲーム+,G-MODE,Casual,2.99,Japón
378030,Cardinal Quest 2,Randomnine Ltd,"Indie, Rol",3.99,Reino Unido
3164640,Days In Palis,PassionPlayStudio,"Casual, Indie, Rol",4.99,España
676000,Bloody Mice,Tower Up Studios,"Acción, Casual, Indie",2.99,España
340310,Teddy Floppy Ear - Kayaking,Forever Entertainment S. A.,"Aventura, Casual, Indie",0.0,Reino Unido
869170,Oneiros,Coal Valley Games,"Acción, Aventura, Casual, Indie",4.49,Reino Unido
1172050,COCKHEAD,Yoba Games,"Acción, Aventura, Casual, Indie, Simuladores, Deportes",1.13,España
2180580,Mystery Solitaire. Dreamcatcher 3,Somer Games,Casual,4.99,España
221380,Age of Empires II (Retired),Skybox Labs,Estrategia,19.99,Estados Unidos
349980,Gremlin Invasion: Survivor,CS Squared Games,"Acción, Aventura, Indie",0.79,Reino Unido
380120,Celia's Quest,Duckvalley Productions,"Aventura, Indie, Rol",0.49,México
32410,Lucidity™,LucasArts,Casual,0.0,Estados Unidos
784040,Food Monster and Animals Memory Match,Boogygames Studios,"Aventura, Casual, Indie, Simuladores, Deportes, Estrategia",1.99,España
1007400,Alien Shooter 2 - The Legend,Sigma Team Inc.,"Acción, Indie, Rol",14.79,Estados Unidos
329460,JumpJet Rex,TreeFortress Games,"Acción, Aventura, Indie, Carreras",9.99,España
718560,Scythe: Digital Edition,The Knights of Unity,Estrategia,19.99,España
1766380,"LONELY, LUSTFUL, ARROGANT, HATEFUL",Notovia,"Aventura, Indie",1.99,Ucrania
371330,Two Digits,Cleverweek,"Casual, Indie",1.99,España
577740,Winexy,Heaven Brotherhood,"Aventura, Casual, Indie",0.69,España
204360,Castle Crashers®,The Behemoth,"Acción, Aventura, Casual, Indie, Rol",11.99,Estados Unidos
440730,Survival Zombies The Inverted Evolution,Racing Bros,"Acción, Aventura, Indie, Simuladores",0.99,España
371430,Space Grunts,Orangepixel,"Acción, Indie, Rol, Estrategia",9.99,España
781760,Trivia Vault: Health Trivia Deluxe,Ripknot Systems,"Casual, Indie, Simuladores, Estrategia",13.79,Suiza
111800,Blocks That Matter,Swing Swing Submarine,"Aventura, Casual, Indie, Estrategia",4.99,España
801290,Diabolic,MyDreamForever,"Acción, Aventura, Indie",7.79,Estados Unidos
391490,Braveland Pirate,Tortuga Team,"Aventura, Casual, Indie, Rol, Estrategia",19.5,México
300,Day of Defeat: Source,Valve,Acción,9.75,Estados Unidos
1004240,Hentai Girl Karen,GirlGames,"Casual, Indie, Rol, Simuladores",0.69,Islas Filipinas
1086940,Baldur's Gate 3,Larian Studios,"Aventura, Rol, Estrategia",59.99,Bélgica
1034370,Iron Heart,Creobit,"Acción, Aventura, Casual, Rol, Estrategia",14.79,España
473540,Raise Your Own Clone,Tenth&Hess Games,"Aventura, Casual",0.99,Reino Unido
302260,Truffle Saga,Colossal Games,"Acción, Aventura, Casual, Indie",1.99,España
449680,SAMOLIOTIK,Volens Nolens Games,"Acción, Casual, Indie",2.99,España
396890,Gridworld,DopplerFrog,"Indie, Simuladores",1.99,Suiza
448640,Elements II: Hearts of Light,Soul Catapult,"Indie, Rol, Acceso anticipado",0.0,Suiza
645450,Gravity Quest,Light Road Games,"Aventura, Casual, Indie",1.99,Reino Unido
567280,Cube Runner,EGAMER,"Acción, Casual, Indie",1.99,Malta
437100,My Night Job,Webcore Games,"Acción, Aventura, Indie",9.75,Irlanda
7730,X-COM: Interceptor,"MicroProse Software, Inc",Estrategia,4.99,Estados Unidos
296970,Renowned Explorers: International Society,Abbey Games,"Aventura, Indie, Rol, Estrategia",19.99,Reino Unido
317440,Quantum Rush Champions,GameArt Studio GmbH,"Acción, Casual, Indie, Carreras, Simuladores, Deportes",9.99,Alemania
334100,Extreme Exorcism,Golden Ruby Games,"Acción, Aventura, Casual, Indie",5.69,España
2000750,Jigsaw Puzzle - Swingers Party,EroticGamesClub,"Casual, Indie",1.99,España
237430,Expeditions: Conquistador,Logic Artists,"Indie, Rol, Estrategia",19.99,Reino Unido
614900,Devade,Paleno Games,"Acción, Casual, Indie",0.99,España
269990,Infinite Space III: Sea of Stars,Digital Eel,"Aventura, Indie",3.99,Reino Unido
289360,Konung 2,Fulqrum Publishing,Rol,2.99,España
516110,ToeJam & Earl: Back in the Groove!,HumaNature Studios,"Aventura, Casual, Indie",12.49,México
1594460,I See Red,Whiteboard Games,"Acción, Indie",2.43,España
385860,Tachyon Project,Eclipse Games,"Acción, Indie",0.49,España
306950,Heroes & Legends: Conquerors of Kolhar,Cuve Games,Rol,9.99,España
1439300,NASCAR 21: Ignition,Motorsport Games,"Carreras, Simuladores, Deportes",0.0,Estados Unidos
338760,Death Ray Manta SE,The Future Of Videogames,"Acción, Indie",4.99,España
628120,NOBUNAGA'S AMBITION: Ranseiki with Power Up Kit,"KOEI TECMO GAMES CO., LTD.",Estrategia,19.99,Japón
1160790,The Legend of Dark Witch Renovation,INSIDE SYSTEM,"Acción, Aventura, Indie",6.99,España
496290,Deep Dark Dungeon,GlassCats,"Acción, Indie, Rol",8.19,Reino Unido
381900,Bard's Gold,Pixel Lantern,"Acción, Indie",6.99,España
319450,Chariot,Frima Studio,"Aventura, Indie",14.99,Finlandia
404620,The Political Machine 2016,Stardock Entertainment,"Casual, Indie, Simuladores, Estrategia",0.0,Estados Unidos
586960,Upside Down,EGAMER,"Acción, Aventura, Casual, Indie",1.49,Malta
747200,Keplerth,TARO,"Aventura, Casual, Indie, Rol, Simuladores",12.49,México
760930,Bitcoin Farm,RewindApp,"Casual, Indie, Simuladores",0.55,Estados Unidos
578830,Cavern of Time,SimProse Studios,"Aventura, Casual, Indie, Rol, Simuladores, Estrategia",9.99,México
498830,Mustache in Hell,IdunaSoft,"Acción, Aventura, Indie",2.99,España
639170,Minecraft: Story Mode - Season Two,Telltale Games,Aventura,0.0,Estados Unidos
266190,Astral Terra,Tethys Interactive LLC,"Acción, Aventura, Indie, Rol, Acceso anticipado",9.99,Estados Unidos
576810,2 Ninjas 1 Cup,Vogelfänger,"Acción, Indie",0.99,Alemania
1217830,Khimera: Puzzle Island,Suits & Sandals,"Aventura, Casual, Indie",4.99,Australia
489140,Mr. Shifty,Team Shifty,"Acción, Aventura, Indie",14.79,España
377120,Chronicle Keepers: The Dreaming Garden,Novaq Games,"Aventura, Casual",4.99,España
450500,Ace of Seafood,Calappa Games,"Acción, Indie",11.99,España
587790,Deadly Animal Duel,Night Animals,"Acción, Casual",1.99,España
385150,Stranded In Time,DQ Team,"Aventura, Casual, Indie",0.99,España
1104330,Founders' Fortune,Dionic Software,"Indie, Simuladores, Estrategia",18.99,España
789740,Maidens of a Hollow Dream,Akiragoya,"Acción, Casual, Indie",9.75,Japón
288120,Dungeonmans,Adventurepro Games LLC,"Aventura, Indie, Rol, Estrategia",14.99,Estados Unidos
2432780,Sex Simulator - BDSM,EroticGamesClub,"Casual, Indie, Simuladores",1.19,España
40330,Secret Files: Tunguska,Animation Arts,Aventura,9.99,México
320140,Absolute Drift,Funselektor Labs Inc.,"Acción, Casual, Indie, Carreras, Simuladores, Deportes",4.79,España
395300,Voxel Blast,Ceiba Software and Arts,"Acción, Indie",5.89,Argentina
503940,Railway Empire,Gaming Minds Studios,"Simuladores, Estrategia",29.99,Reino Unido
3127000,Splintered,dotMake Studios,"Indie, Rol",9.75,España
1295000,The Last Shot,Rumata Lab,"Aventura, Indie",9.75,España
449530,Grand Pigeon's Duty,WolfgangIs,"Acción, Aventura, Casual, Indie, Rol, Simuladores, Estrategia",3.33,España
466890,Z.I.O.N.,VGstudio,"Acción, Aventura",4.99,Dinamarca
769600,Rheksetor,Trokardia,"Acción, Aventura, Casual, Simuladores, Acceso anticipado",8.19,Suiza
1029890,Layers of Fear 2 (2019),Bloober Team SA,"Aventura, Casual, Indie",16.79,Polonia
406220,Gnomes Vs. Fairies: Greckel's Quest,Prismic Studios LLC,"Acción, Aventura, Casual, Indie, Rol",2.39,Estados Unidos
31920,Nancy Drew®: The Phantom of Venice,HeR Interactive,Aventura,9.75,Estados Unidos
563180,Dispersio,Achpile,"Aventura, Indie",0.0,Suiza
389730,TEKKEN 7,BANDAI NAMCO Studios Inc.,"Acción, Deportes",39.99,Japón
67370,The Darkness II,Digital Extremes,Acción,29.99,Malasia
314370,boxlife,tequibo,Indie,0.99,México
380550,Incandescent,Stephen Crabb,"Acción, Indie",0.99,Reino Unido
1395030,Kathy Rain: Director's Cut,Clifftop Games,"Aventura, Indie",3.74,Reino Unido
1432860,Sun Haven,Pixel Sprout Studios,"Aventura, Casual, Indie, Rol, Simuladores",24.5,España
598700,The Vagrant,O.T.K Games,"Acción, Aventura, Indie, Rol",3.99,España
427980,Aozora Meikyuu,Yume Creations,"Aventura, Indie",4.99,Japón
859570,Secret Neighbor: Hello Neighbor Multiplayer,Hologryph,"Acción, Aventura, Indie",19.5,Reino Unido
809040,Hummingz - Retro Arcade action revised,Stefan Preuss,"Acción, Casual, Indie",3.99,Alemania
107300,Breath of Death VII,Zeboyd Digital Entertainment LLC,"Indie, Rol",2.99,Estados Unidos
674960,Gods of the Fallen Land,Crow's Key Studios,"Acción, Indie, Rol, Estrategia",4.99,Reino Unido
857980,Void Bastards,Blue Manchu,"Acción, Estrategia",29.99,México
314710,Mighty No. 9,Comcept,Acción,19.99,Japón
493900,Dungeons 3,Realmforge Studios,"Simuladores, Estrategia",29.99,España
405440,Ares Omega,Selenion Games,"Acción, Indie, Rol",0.99,Alemania
233290,Murdered: Soul Suspect,Airtight Games,"Acción, Aventura, Rol",19.99,España
302470,Battle Mages,Targem Games,"Rol, Estrategia",0.99,Brasil
448070,Red Risk,Microblast Games,"Acción, Casual, Indie, Estrategia",0.49,España
488960,Star Vikings Forever,Rogue Snail,"Casual, Indie, Rol, Estrategia",2.43,Irlanda
3830,Psychonauts,Double Fine Productions,Acción,9.99,Estados Unidos
772420,COMPLEX a VR Puzzle Game,Rock AK Games,"Casual, Indie, Simuladores, Estrategia",0.0,España
352640,The Indie Mixtape,Daniel Linssen,"Acción, Aventura, Indie, Rol",9.99,Países Bajos
528430,Wells,Tower Up Studios,"Acción, Indie",4.99,España
586200,Street Fighter 30th Anniversary Collection,Digital Eclipse,Acción,29.99,Estados Unidos
422250,ShipLord,EGAMER,"Acción, Aventura, Casual, Indie",0.49,Malta
415420,Nyan Cat: Lost In Space,isTom Games Kft.,"Acción, Casual",3.99,Hungría
768880,Beach Rules,Copperpick Studio,"Casual, Indie",1.59,Reino Unido
1476520,GunSoul Girl,MoeGame,"Acción, Aventura, Casual, Indie",1.99,Japón
314250,Jet Gunner,Sinclair Strange,"Acción, Aventura, Indie",0.79,Reino Unido
411590,The Rivers of Alice - Extended Version,TLR Games,"Aventura, Indie",4.99,Reino Unido
467750,Chromo XY,Dharker Studios,"Aventura, Casual, Indie",2.43,Reino Unido
